date,time,lon,lat,elon,elat,HelioprojectiveTx,HelioprojectiveTy
2020-01-01,00:00:00,14.259069036724588,-24.88098477723949,97.83075710607704,31.08190575675633,-740.5116906904151,-385.8256466724298
2020-01-02,00:00:00,9.917566259523571,-30.485162371246734,163.71119243455834,29.89266864407411,-624.1317812474446,-465.3659563856363
2020-01-03,00:00:00,353.6192780575483,-32.82895799708289,149.1138614290086,32.294318639662926,-637.7061155047268,-500.73914292999183
2020-01-04,00:00:00,345.894999695098,-31.77318565468648,58.472924182848615,44.60999700626644,-592.6706311432645,-480.85617483441706
2020-01-05,00:00:00,305.4491023456221,41.01812688354114,15.130019631419373,30.00495307028868,-703.4388730090577,652.6938680096163
2020-01-06,00:00:00,296.02145976098655,26.51945413591756,8.175234221265207,13.942859457797187,-815.9199319039471,454.62434858417186
2020-01-07,00:00:00,290.6728743381426,23.496740898856736,5.993414653620553,13.86089119041258,-785.1827749048825,416.3286679058162
2020-01-08,00:00:00,285.9746105897393,23.87192021524401,4.152341582491221,17.76999816622191,-711.2183775331358,430.3239240650375
2020-01-09,00:00:00,278.307168453011,27.09662487890517,6.676697604925567,17.804034243314806,-638.7176606750581,484.3074869601128
2020-01-10,00:00:00,266.1491321959403,39.95310410164572,14.99962774557576,35.94694420470215,-540.6713008454535,662.2204943355863
2020-01-11,00:00:00,239.7688410141402,54.89957192421158,15.008160392123553,38.617209555413325,-483.2262253703084,817.2367904054641
2020-01-12,00:00:00,221.2790464985021,52.77711776113864,6.450765015870846,36.627655933518746,-533.9648124934174,793.7677467371328
2020-01-13,00:00:00,210.47468232137774,49.95297383571172,4.150905441058312,36.04781800707618,-556.4725058085751,767.2049752850014
2020-01-14,00:00:00,199.57911958403358,52.39608163066117,4.7665229216218785,36.58255343440865,-516.3371424127837,794.0535206363971
2020-01-15,00:00:00,186.57630782910041,51.26880570867989,5.241769094959542,32.722619374471634,-528.5356255669612,783.334143891645
2020-01-16,00:00:00,175.82072105768555,53.36296545001342,6.700657337776875,32.38003353341602,-491.33262651646515,806.015547147186
2020-01-17,00:00:00,164.68277832279333,55.25742051288927,3.8990627364349564,34.775890687316625,-458.3025685835164,825.3470338801076
2020-01-18,00:00:00,154.05813379642098,54.248790926712225,9.534283579340505,47.36528269589511,-455.07897615199914,818.3085062355935
2020-01-19,00:00:00,141.35547192195534,56.75249374737423,13.948181571080351,46.873277988278744,-424.3235318548978,841.1849513194259
2020-01-20,00:00:00,117.66456227937849,-31.219005437853173,7.442664773348949,40.23519587412518,-744.2105587557891,-471.5370207539106
2020-01-21,00:00:00,112.51161957103108,-44.54573720040503,5.263496314814773,33.891520422507746,-570.0911994550843,-647.3726530609898
2020-01-22,00:00:00,94.3771802860524,-46.04887173318383,4.110670246943023,33.55561877286804,-586.5881680089515,-669.7400021351343
2020-01-23,00:00:00,89.1692075244844,-35.308589839813344,3.8182847316209383,32.569135815553544,-628.1314499496948,-517.5173308226882
2020-01-24,00:00:00,85.17796776853626,-47.25173110539007,5.022339673067719,30.59886749626576,-450.6047738641501,-669.2121829698615
2020-01-25,00:00:00,78.79116710615665,-50.43800287063876,6.704366272156617,20.645703195198603,-365.9460709833073,-702.3979498031912
2020-01-26,00:00:00,73.93433737363787,-53.00147566243104,6.765231469464003,19.30824412122353,-273.3991750769783,-726.8513240959895
2020-01-27,00:00:00,73.26510370826321,-54.00551329089572,6.9722007137184185,5.294980073935734,-150.6666150838137,-732.9063445681163
2020-01-28,00:00:00,77.59892723405864,-51.42509529001607,6.300284513866164,5.6283525351290296,24.35628458936795,-700.1889411805561
2020-01-29,00:00:00,85.81024591473188,-49.60093184181543,3.6835016983954674,8.39256184074063,254.2096555151157,-682.2604732728901
2020-01-30,00:00:00,93.08593724496292,-48.412219691885134,4.262255300993302,24.79908246576524,451.10944019278264,-679.2931120503822
2020-01-31,00:00:00,112.28192932230827,-46.68063340894764,4.953359603282791,23.70123034241075,650.2466295887782,-689.3871240607498
2020-02-01,00:00:00,115.66694093777737,-35.15388003653868,2.739895193785593,21.613610051762606,795.0078654715384,-561.95940313635
2020-02-02,00:00:00,116.49870658268688,-34.02364395597827,2.5716350351842943,26.30594551008711,nan,nan
2020-02-03,00:00:00,116.15597610972169,-33.90594623558116,2.8560439860444733,30.145261482312154,nan,nan
2020-02-04,00:00:00,115.41316181349045,-34.61436899561947,2.400176726585747,30.97631348872584,nan,nan
2020-02-05,00:00:00,111.80331244664343,-46.65428959344142,5.2256997701481245,33.681013386789076,nan,nan
2020-02-06,00:00:00,97.21881070590011,-48.19801160361351,4.509151855276317,34.915255768383304,nan,nan
2020-02-07,00:00:00,91.73306362252748,-44.923093741524006,4.009193899002627,29.263652908133636,nan,nan
2020-02-08,00:00:00,88.64579549312228,-35.76480202126267,4.099572870126858,29.11270975095293,nan,nan
2020-02-09,00:00:00,82.24193409187595,-48.25715371496878,5.532799660117337,30.814507313626102,nan,nan
2020-02-10,00:00:00,73.08277828242812,-51.85308417495042,7.263955067334174,31.5134318496703,nan,nan
2020-02-11,00:00:00,57.99070145262636,-52.418043449723996,10.377725994779038,39.69575457202436,nan,nan
2020-02-12,00:00:00,44.735969261975015,-51.61361750278267,7.87459285239767,41.55641202654686,nan,nan
2020-02-13,00:00:00,35.546355404087784,-47.591475387597825,7.311331002469824,42.340527401342655,nan,nan
2020-02-14,00:00:00,21.696694123612247,-36.535946627339705,79.96452865839339,33.82661910415554,nan,nan
2020-02-15,00:00:00,12.786451448647318,-30.391523881294606,131.74581602652657,27.955504527687047,nan,nan
