date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-01,00:00:00,-339.1199705703184,873.2309504746664,-601.7421588604337,-439.54488927951036,25.472431461945124,60.93009100510165,10.0,10.0,26.566874472265578,-28.69729635500113,10.0,10.0
2020-01-01,06:00:00,-334.65425213775603,876.9402685391898,-564.131811844185,-437.5812241102959,22.769748950342013,61.09983244388759,10.0,10.0,26.50391926032345,-28.775854200458607,10.0,10.0
2020-01-01,12:00:00,-326.2314448617399,876.1332422304761,-650.1388495462015,-645.8400906052215,19.650441793344385,61.62320746415435,10.0,10.0,0.6615755370807629,-42.436808464417524,10.0,10.0
2020-01-01,18:00:00,-323.1829640632495,882.0245501072301,-660.6185382031836,-620.457791066763,16.95394019209566,61.74681854579313,10.0,10.0,357.71342573853065,-40.817636507380435,10.0,10.0
2020-01-02,00:00:00,-1984.6739766439425,180.31410838502566,-652.4985554243904,-612.0345405370657,4.541272938060793,2.3317423749737243,10.0,10.0,357.2067659875017,-40.151889995884474,10.0,10.0
2020-01-02,06:00:00,-1984.262729384005,196.85773289921082,-636.4338294193149,-610.6589985958698,1.071625879445634,2.7153440782453457,10.0,10.0,356.0124840241246,-40.24611549890349,10.0,10.0
2020-01-02,12:00:00,-1993.648974299664,199.2622506118057,-625.867427613819,-603.9318471970282,357.58456740948554,2.752062922482797,10.0,10.0,355.32265603501594,-39.678956778958415,10.0,10.0
2020-01-02,18:00:00,-2001.4129860168325,201.64060261711586,-599.2463485663758,-603.6707164210602,354.09909805329954,2.791794454033788,10.0,10.0,354.8835681122658,-39.96203966027279,10.0,10.0
2020-01-03,00:00:00,-2008.080401980085,203.75622234230514,-575.3645205216017,-605.3774898471504,350.61504250611284,2.827951841619889,10.0,10.0,354.4309640064225,-40.1546787242274,10.0,10.0
2020-01-03,06:00:00,-547.6595502456183,-707.8704852492219,-547.3456925004721,-611.828874252833,344.04017337466837,-48.19298199158236,10.0,10.0,353.9021852134497,-40.72388825256369,10.0,10.0
2020-01-03,12:00:00,-542.9853933942504,-702.644475124398,-2002.093114834977,205.94916510270312,343.261315728468,-47.463641945531094,10.0,10.0,344.10075268826006,2.851323875506816,10.0,10.0
2020-01-03,18:00:00,-528.9156715653371,-698.83383396351,nan,nan,342.08915178203137,-47.337479114978045,10.0,10.0,306.2090223785683,48.074387628623285,10.0,10.0
2020-01-04,00:00:00,-509.5354902960825,-696.1996505707965,nan,nan,341.160238243562,-47.41046234095492,10.0,10.0,302.53810070897714,37.25496527772888,10.0,10.0
2020-01-04,06:00:00,-2030.757029353641,203.59389227578492,-840.2903392121661,511.79749690103677,333.2269591261174,2.7851674459415086,10.0,10.0,301.8386018072692,31.170429266164952,10.0,10.0
2020-01-04,12:00:00,-2031.9827834621535,200.775702958788,-857.1404381156899,479.5264665070197,329.7591645480432,2.7193966571922283,10.0,10.0,300.8977962627284,28.85104161853068,10.0,10.0
2020-01-04,18:00:00,-2043.605360785732,180.72136944577687,-862.0523023430724,457.70956987115534,326.32822635104196,2.2300112742561105,10.0,10.0,299.99083164190534,27.349377860882573,10.0,10.0
2020-01-05,00:00:00,-399.8722273958847,884.391510128921,-867.9346537450328,441.89048004169774,314.1378290051725,63.03694644930413,10.0,10.0,299.037785137227,26.088473739961252,10.0,10.0
2020-01-05,06:00:00,-417.72657157666987,878.7659871500833,-865.4832111443393,426.08469457453316,309.96528672733194,62.03001854030014,10.0,10.0,297.9801389278415,25.019986426104218,10.0,10.0
2020-01-05,12:00:00,-421.66765334550286,870.1108997881903,-861.2874765763991,414.1438157756383,306.76581246137715,61.54176945052644,10.0,10.0,297.09877824276543,24.130858647555257,10.0,10.0
2020-01-05,18:00:00,-432.293131373357,867.2468575687245,-858.900818486698,405.06447131267413,303.76609620523817,60.78456715744502,10.0,10.0,296.0167221080732,23.338522422025648,10.0,10.0
2020-01-06,00:00:00,-441.41440961952316,863.8376350996095,-849.5297908177598,393.0848818675872,301.3817002001516,59.95704537513985,10.0,10.0,294.756385989913,22.562243904356407,10.0,10.0
2020-01-06,06:00:00,-437.0601892417762,858.4137581351799,-847.3010342475028,388.2412043762283,299.50541801491227,59.70639252430044,10.0,10.0,293.64072376455624,21.93378490287882,10.0,10.0
2020-01-06,12:00:00,-442.6321042247582,857.3399461404699,-837.5159630083945,382.3071556502066,297.79185219704374,58.94078123769364,10.0,10.0,292.3613886926894,21.435782960953293,10.0,10.0
2020-01-06,18:00:00,-435.3109408805612,855.7614120541513,-826.3426731575746,379.10076995707465,296.3198891279927,58.81513179983625,10.0,10.0,291.2074015182058,21.06385802169849,10.0,10.0
2020-01-07,00:00:00,-426.6143692433834,856.7912756747148,-807.7325380654074,374.351340876872,294.9670169178884,58.786280165235475,10.0,10.0,289.99750833954533,20.777338201150684,10.0,10.0
2020-01-07,06:00:00,-417.53029350540606,859.8298852496181,-798.4949831517879,374.8086667336737,293.3769319097993,58.889078080840704,10.0,10.0,288.72449143047737,20.52518707402405,10.0,10.0
2020-01-07,12:00:00,-399.54603554122144,860.759401486881,-780.4627817817964,375.8725621843057,291.5409019419838,59.55904925261263,10.0,10.0,287.5438486545716,20.47920026506549,10.0,10.0
2020-01-07,18:00:00,-391.8411921844817,864.7762284327484,-764.0525136848447,380.488296020551,289.80431710523015,59.6272307680165,10.0,10.0,286.21009726676425,20.600533283893046,10.0,10.0
2020-01-08,00:00:00,-375.59954743157135,866.0653899665756,-740.322576764971,387.04712670190287,287.94865856790244,60.21117525721978,10.0,10.0,284.81419665800047,21.02761010885248,10.0,10.0
2020-01-08,06:00:00,-366.449711129535,875.6165210535157,-718.6639588752297,396.60098678683295,285.89129363212965,60.63570149488893,10.0,10.0,283.2451194041715,21.606208764556627,10.0,10.0
2020-01-08,12:00:00,-350.3217416689732,881.2408821100634,-707.3953694761731,412.99465144876496,283.3764051684044,61.60682848918397,10.0,10.0,281.32909675136585,22.34497910827005,10.0,10.0
2020-01-08,18:00:00,-344.47059327317396,889.7576391598413,-681.1339427405038,423.41657805746314,279.9583698166353,62.29567673767131,10.0,10.0,279.60856586194984,23.15637453127693,10.0,10.0
2020-01-09,00:00:00,-330.5065510910936,895.0424834267101,-662.2072446085513,445.0781920201216,276.7386691991896,63.39101397898473,10.0,10.0,277.7109619196254,24.398276943003086,10.0,10.0
2020-01-09,06:00:00,-317.5895333467052,900.2570224929425,-650.3955994637217,468.79428497630823,273.1246087354691,64.55851975990906,10.0,10.0,274.8280076274504,25.899460334616123,10.0,10.0
2020-01-09,12:00:00,-323.0844247948844,908.8700971130173,-638.4761699659283,487.9353325249045,267.90360339161845,65.03807339385368,10.0,10.0,272.16685006084384,27.06640733197973,10.0,10.0
2020-01-09,18:00:00,-316.81393518298864,905.6576547762088,-617.4532620322425,500.882173333767,263.16498238584273,65.84371212986655,10.0,10.0,270.0115390025689,28.049415964404933,10.0,10.0
2020-01-10,00:00:00,-329.59332487592474,908.1453933162927,-592.8688526893966,521.6187566180838,257.17631305674894,65.81595049600644,10.0,10.0,268.2459576906593,29.408960611051818,10.0,10.0
2020-01-10,06:00:00,-338.00942670390936,905.6697883925714,-547.7283809573855,562.3524938711145,251.51076519104743,65.82973555656223,10.0,10.0,267.7654333156329,32.0594111192067,10.0,10.0
2020-01-10,12:00:00,-347.34342240029946,903.641898464446,-531.9105662042275,633.7788878640778,246.31047156204042,65.64993187102671,10.0,10.0,262.63495140826404,37.41042171541083,10.0,10.0
2020-01-10,18:00:00,-355.88877251860686,902.0368125214203,-532.2857099731918,643.9724982011766,241.75534450407162,65.36769707934438,10.0,10.0,258.9380673920595,38.08395892711642,10.0,10.0
2020-01-11,00:00:00,-2133.6053768950514,177.07391611609017,-519.8650607676245,646.4146556994916,239.6395295353325,2.0396535629179953,10.0,10.0,256.71510399199474,38.25926678055652,10.0,10.0
2020-01-11,06:00:00,-2144.1006237450056,174.35409776588745,-478.95892786653707,670.1437550969823,236.21429565008515,1.9571157683674083,10.0,10.0,256.3072858342448,39.96200826202682,10.0,10.0
2020-01-11,12:00:00,-2135.7720097445417,191.80001065460263,-420.3083546205889,729.7928940068491,232.81051193788207,2.375785042664618,10.0,10.0,255.5532898343606,44.722655149821996,10.0,10.0
