date,time,lon,lat,elon,elat
2021-11-6,00:00:00,135.221932153576,9.34597007293212,10,10
2021-11-6,01:00:00,128.685944730037,-7.41445487938934,10,10
2021-11-6,02:00:00,125.716163794297,-10.1978064342868,10,10
2021-11-6,03:00:00,123.226113611695,-11.8814540530591,10,10
2021-11-6,04:00:00,121.722129121231,-12.6880145120073,10,10
2021-11-6,05:00:00,120.766906122116,-13.1473449175042,10,10
2021-11-6,06:00:00,120.015344324432,-13.5047604993417,10,10
2021-11-6,07:00:00,119.416491952251,-13.786812428059,10,10
2021-11-6,08:00:00,118.901719741736,-14.0226871306541,10,10
2021-11-6,09:00:00,118.421811586493,-14.2466007912199,10,10
2021-11-6,10:00:00,117.988752993917,-14.4519787863642,10,10
2021-11-6,11:00:00,117.582228410753,-14.6450705623814,10,10
2021-11-6,12:00:00,117.187455395427,-14.8324865508699,10,10
2021-11-6,13:00:00,116.805004076891,-15.0138288230775,10,10
2021-11-6,14:00:00,116.455582564616,-15.1831058599458,10,10
2021-11-6,15:00:00,116.118613095173,-15.3528958770728,10,10
2021-11-6,16:00:00,115.802122387859,-15.5092135679535,10,10
2021-11-6,17:00:00,115.490579020243,-15.6582918138565,10,10
2021-11-6,18:00:00,115.181863358851,-15.8011644112109,10,10
2021-11-6,19:00:00,114.881922899593,-15.9350781506057,10,10
2021-11-6,20:00:00,114.601156777461,-16.0634864977356,10,10
2021-11-6,21:00:00,114.333829222046,-16.1848751190699,10,10
2021-11-6,22:00:00,114.074122246281,-16.2974927786907,10,10
2021-11-6,23:00:00,113.817845830349,-16.4150830812499,10,10
2021-11-7,00:00:00,113.570017446133,-16.5394289295823,10,10
2021-11-7,01:00:00,113.336475352372,-16.6581514907797,10,10
2021-11-7,02:00:00,113.086857206985,-16.7680382070785,10,10
2021-11-7,03:00:00,112.832821456809,-16.8671810406957,10,10
2021-11-7,04:00:00,112.588776145586,-16.9676995355812,10,10
2021-11-7,05:00:00,112.354293276301,-17.0692846489797,10,10
2021-11-7,06:00:00,112.110592215221,-17.1610327892563,10,10
2021-11-7,07:00:00,111.83928023021,-17.257736346713,10,10
2021-11-7,08:00:00,111.551126720421,-17.3709136168608,10,10
2021-11-7,09:00:00,111.245684592441,-17.529325286943,10,10
2021-11-7,10:00:00,110.845240859035,-17.8259719139047,10,10
2021-11-7,11:00:00,110.279125550688,-18.567230111341,10,10
2021-11-7,12:00:00,98.142954708329,-23.8822142471134,10,10
2021-11-7,13:00:00,97.0772908199526,-23.52287681191,10,10
2021-11-7,14:00:00,94.2783364783936,-24.2846696857972,10,10
2021-11-7,15:00:00,80.0970683165386,2.36723180225508,10,10
2021-11-7,16:00:00,79.5602401791894,1.98498723249683,10,10
2021-11-7,17:00:00,79.0639046097736,1.64109190320401,10,10
2021-11-7,18:00:00,78.7834282909588,1.32829144708545,10,10
2021-11-7,19:00:00,78.2843758104809,0.912517868248273,10,10
2021-11-7,20:00:00,77.1084778502941,0.217419621290375,10,10
2021-11-7,21:00:00,75.6354587925816,-0.859677069467352,10,10
2021-11-7,22:00:00,94.2332909407724,-25.5765067185173,10,10
2021-11-7,23:00:00,94.2267178661889,-25.5045957442464,10,10
2021-11-8,00:00:00,94.2249985286823,-25.4483071582449,10,10
2021-11-8,01:00:00,94.2259878488283,-25.4004248838014,10,10
2021-11-8,02:00:00,94.2283618130563,-25.3612756587203,10,10
2021-11-8,03:00:00,94.2312921988164,-25.3340496477044,10,10
2021-11-8,04:00:00,94.2355256638165,-25.3215495788476,10,10
2021-11-8,05:00:00,94.2412490779032,-25.323427250394,10,10
2021-11-8,06:00:00,94.2482871694995,-25.3386337979157,10,10
2021-11-8,07:00:00,94.2563116624915,-25.3647078688854,10,10
2021-11-8,08:00:00,94.2661408562418,-25.4016716342258,10,10
2021-11-8,09:00:00,94.2775659771863,-25.4479493822586,10,10
2021-11-8,10:00:00,94.2899940245246,-25.4985025818341,10,10
2021-11-8,11:00:00,102.198688523765,3.42816782017424,10,10
2021-11-8,12:00:00,102.472539843038,3.51823003101141,10,10
2021-11-8,13:00:00,102.791605973598,3.59687636764804,10,10
2021-11-8,14:00:00,103.158707469805,3.62309987650654,10,10
2021-11-8,15:00:00,103.562336127385,3.60168088314082,10,10
2021-11-8,16:00:00,103.982341675824,3.52514831024246,10,10
2021-11-8,17:00:00,104.390941923688,3.44332032397756,10,10
2021-11-8,18:00:00,104.744349333316,3.30616919758067,10,10
2021-11-8,19:00:00,105.110355469163,3.12691993686055,10,10
2021-11-8,20:00:00,105.481326166546,2.9998161287368,10,10
2021-11-8,21:00:00,105.856530933741,2.89149391787346,10,10
2021-11-8,22:00:00,106.401019772891,2.77014824734719,10,10
2021-11-8,23:00:00,106.917261640715,2.66617320386352,10,10
2021-11-9,00:00:00,92.7276183881589,57.2372656727191,10,10
2021-11-9,01:00:00,85.1784372943593,20.5572099495226,10,10
2021-11-9,02:00:00,85.0473653068763,20.2402408780845,10,10
2021-11-9,03:00:00,84.9321757310987,20.0405317074424,10,10
2021-11-9,04:00:00,84.8277262600783,19.8887338648367,10,10
2021-11-9,05:00:00,84.7056865097223,19.776449031324,10,10
2021-11-9,06:00:00,84.6148798357501,19.6727069779267,10,10
2021-11-9,07:00:00,84.5168801400823,19.5935670998134,10,10
2021-11-9,08:00:00,84.4488073463275,19.5079663086578,10,10
2021-11-9,09:00:00,84.367890265265,19.4325376244985,10,10
2021-11-9,10:00:00,84.2739331523999,19.3719530511347,10,10
2021-11-9,11:00:00,84.1800340248475,19.3177478921552,10,10
