date,date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-01,2020-01-01,00:00:00,-791.4060781891458,-491.2161593255776,-706.9140638909302,442.3127104530371,0.2760410524713801,-31.09861322444241,0.0,0.0,18.214492746350132,25.01907148286049,0.0,0.0
2020-01-02,2020-01-02,00:00:00,-742.3936719526538,-490.1774318216021,-351.15489609655924,848.2584018079148,354.95803419171943,-31.472756421617195,0.0,0.0,15.496320225030004,57.74523881397322,0.0,0.0
2020-01-03,2020-01-03,00:00:00,-671.0209088691046,-483.68983759595864,-387.7525221435353,873.3971908060574,350.99688645512725,-31.5241563354793,0.0,0.0,350.00986057828453,61.00217363701525,0.0,0.0
2020-01-04,2020-01-04,00:00:00,-580.6788233984263,-469.36097610306336,-571.3968556497713,779.841185832486,348.0666290543277,-30.82834319454917,0.0,0.0,319.8776970927064,51.95315071213268,0.0,0.0
2020-01-05,2020-01-05,00:00:00,-435.56254202127457,-473.49276991104034,-728.0805084370078,624.3845050824401,346.91030783842746,-31.627471495951237,0.0,0.0,306.2800463588633,38.58993397374151,0.0,0.0
2020-01-06,2020-01-06,00:00:00,-517.7597186933272,-718.0155326432641,-818.6869068166707,435.67362042359525,310.5586114168921,-49.38195593490776,0.0,0.0,297.5736340229795,25.111827978091068,0.0,0.0
2020-01-07,2020-01-07,00:00:00,-2079.866395557765,203.93460128442658,-804.5271595499944,385.7611314164621,294.9948322729196,2.7207045526381406,0.0,0.0,290.76220110315484,21.29388162735306,0.0,0.0
2020-01-08,2020-01-08,00:00:00,-2099.443133761873,178.25011344187843,-740.3290672563015,405.3066169498629,281.0051518982559,2.1123691542923364,0.0,0.0,284.491542062608,22.120905410588644,0.0,0.0
2020-01-09,2020-01-09,00:00:00,-415.30761207547033,-765.8593669496935,-682.809787214268,484.2248160881076,278.8674168676445,-54.25875491685528,0.0,0.0,273.99167742639395,27.216307109459663,0.0,0.0
2020-01-10,2020-01-10,00:00:00,-359.57619379414245,-834.2934096554799,-509.194450333016,647.5847446062234,262.4925119130607,-61.23597195892736,0.0,0.0,270.9392338207429,38.334426357081796,0.0,0.0
2020-01-11,2020-01-11,00:00:00,-482.0119232819416,-819.8760748809209,-848.8707559644245,-412.42430262058866,229.18877982451968,-58.413863191435745,0.0,0.0,225.0031231087313,-26.011246806809954,0.0,0.0
2020-01-12,2020-01-12,00:00:00,-865.5847683157773,-358.33719713754783,-858.2753045060672,-330.79317689788917,212.8380850918461,-22.704804797577246,0.0,0.0,216.15229396344975,-21.201262801581393,0.0,0.0
2020-01-13,2020-01-13,00:00:00,-808.5822976131458,-348.8936685918522,-815.1903104835657,-306.83471006135767,209.4699567821684,-22.79505505924005,0.0,0.0,211.1315808112521,-20.191452209907567,0.0,0.0
2020-01-14,2020-01-14,00:00:00,-770.176066829823,-385.15270834189437,-774.8927435968071,-340.957303145821,199.65990836704609,-25.295878314730302,0.0,0.0,200.85563114099492,-22.64215188453949,0.0,0.0
