date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-01,00:00:00,-819.8743130215444,-170.8694765635239,nan,nan,12.374942417928937,-11.571600391609287,0.0,0.0,nan,nan,nan,nan
2020-01-02,00:00:00,-727.5407501796727,-113.42779374052296,nan,nan,8.989400504124449,-8.67385619087582,0.0,0.0,nan,nan,nan,nan
2020-01-03,00:00:00,-630.4173779764677,-351.98972306518266,nan,nan,0.2594079683302964,-23.263469754336825,0.0,0.0,nan,nan,nan,nan
2020-01-04,00:00:00,-589.8099480601959,-459.09155491791915,nan,nan,347.1416415731743,-30.31481573058736,0.0,0.0,nan,nan,nan,nan
2020-01-05,00:00:00,-451.53681092662737,-482.066096255214,nan,nan,345.3727583103522,-32.17940028529504,0.0,0.0,nan,nan,nan,nan
2020-01-06,00:00:00,-280.2672607442364,-850.5616278185797,nan,nan,326.3449022608763,-62.8142726416425,0.0,0.0,nan,nan,nan,nan
2020-01-07,00:00:00,-438.64163439651014,843.0999594139715,nan,nan,294.66859127149866,57.72960628945402,0.0,0.0,nan,nan,nan,nan
2020-01-08,00:00:00,-375.5374917136505,866.5114210451022,nan,nan,288.3112080320925,60.09188634662205,0.0,0.0,nan,nan,nan,nan
2020-01-09,00:00:00,-327.54081307002343,896.0131453724479,nan,nan,275.74546381566915,63.9833621892912,0.0,0.0,nan,nan,nan,nan
2020-01-10,00:00:00,-362.4344023254234,898.3620558385171,nan,nan,254.644807071516,64.13345833840418,0.0,0.0,nan,nan,nan,nan
2020-01-11,00:00:00,-394.95352639257914,886.7663168181427,nan,nan,235.98759066117475,63.161047203913135,0.0,0.0,nan,nan,nan,nan
2020-01-12,00:00:00,-412.10895981406793,883.8373102153801,nan,nan,219.87342353829519,62.68861234875258,0.0,0.0,nan,nan,nan,nan
2020-01-13,00:00:00,-453.92790481355036,865.3442339073712,nan,nan,204.6029288966217,60.21686843068505,0.0,0.0,nan,nan,nan,nan
2020-01-14,00:00:00,-491.01388550223777,835.6863268583188,nan,nan,190.7592422554916,57.417742150105894,0.0,0.0,nan,nan,nan,nan
2020-01-15,00:00:00,-508.9402275255416,813.0736267363468,nan,nan,183.48308264714277,54.30899510683462,0.0,0.0,nan,nan,nan,nan
2020-01-16,00:00:00,-457.42927919700736,829.8858005370382,nan,nan,178.59246155494358,55.210339907724524,0.0,0.0,nan,nan,nan,nan
2020-01-17,00:00:00,-392.8129353716504,871.3884127118205,nan,nan,166.3415471524871,60.22211269092725,0.0,0.0,nan,nan,nan,nan
2020-01-18,00:00:00,-385.9922535880469,882.4227090006772,nan,nan,147.83477542544364,62.56540152417222,0.0,0.0,nan,nan,nan,nan
2020-01-19,00:00:00,-542.3528654796537,809.5036243674915,nan,nan,119.1912854049572,54.877647433227864,0.0,0.0,nan,nan,nan,nan
