date,time,lon,lat,elon,elat
2020-01-01,00:00:00,14.407076497816488,59.82386019750456,0.0,0.0
2020-01-02,00:00:00,358.3310137865121,61.93686161393784,0.0,0.0
2020-01-03,00:00:00,347.77201536749834,60.40988228951186,0.0,0.0
2020-01-04,00:00:00,329.7975703992512,60.73678556900847,0.0,0.0
2020-01-05,00:00:00,316.36118662231155,54.291680405138706,0.0,0.0
2020-01-06,00:00:00,308.8395495027998,48.15990945876334,0.0,0.0
2020-01-07,00:00:00,303.0403651274373,51.314707786249194,0.0,0.0
2020-01-08,00:00:00,296.3910928382113,55.61170052116479,0.0,0.0
2020-01-09,00:00:00,286.2571544041937,60.63619399150434,0.0,0.0
2020-01-10,00:00:00,223.82320763012305,-26.656502921628764,0.0,0.0
2020-01-11,00:00:00,219.09924818766848,-19.497774648738456,0.0,0.0
2020-01-12,00:00:00,215.43513427876354,-18.82092342376884,0.0,0.0
2020-01-13,00:00:00,210.27377011466575,-19.695026598299606,0.0,0.0
2020-01-14,00:00:00,203.17227960217866,-22.56524798576954,0.0,0.0
2020-01-15,00:00:00,197.9836196958862,-24.603153168053748,0.0,0.0
2020-01-16,00:00:00,172.4273284899001,2.940146655731538,0.0,0.0
2020-01-17,00:00:00,162.2710196100199,59.04333906129553,0.0,0.0
2020-01-18,00:00:00,154.15161703383757,59.912921044281845,0.0,0.0
2020-01-19,00:00:00,118.75766124363874,-54.904577016910096,0.0,0.0
2020-01-20,00:00:00,119.0064517966402,-36.499335850190214,0.0,0.0
2020-01-21,00:00:00,98.57032361519525,-53.5089963977328,0.0,0.0
2020-01-22,00:00:00,92.01112964938132,-31.922136397055834,0.0,0.0
2020-01-23,00:00:00,90.50770692708528,-31.94604153635916,0.0,0.0
2020-01-24,00:00:00,86.3340884568926,-46.8047944337919,0.0,0.0
2020-01-25,00:00:00,67.75054329393608,-29.364172443090325,0.0,0.0
2020-01-26,00:00:00,73.86786897697101,-52.63759679090973,0.0,0.0
2020-01-27,00:00:00,73.96047209477615,-52.68074655531476,0.0,0.0
2020-01-28,00:00:00,76.52674801816961,-49.94678505056698,0.0,0.0
2020-01-29,00:00:00,87.56741125699612,-45.67094413110005,0.0,0.0
2020-01-30,00:00:00,89.08600901773163,-47.707169000315076,0.0,0.0
2020-01-31,00:00:00,105.09286782109038,-59.98852037170104,0.0,0.0
2020-02-01,00:00:00,116.9344473195526,-46.36064715576582,0.0,0.0
2020-02-02,00:00:00,118.64720106690793,-42.45894469035457,0.0,0.0
2020-02-03,00:00:00,118.44370899744662,-42.96212903364601,0.0,0.0
2020-02-04,00:00:00,115.1785203098268,-50.83483931773702,0.0,0.0
2020-02-05,00:00:00,97.7555312369124,-57.018114151222974,0.0,0.0
2020-02-06,00:00:00,89.26344360457651,-44.58248836325252,0.0,0.0
2020-02-07,00:00:00,91.56935222859362,-31.892048296096938,0.0,0.0
2020-02-08,00:00:00,90.23012008575124,-32.27071205877798,0.0,0.0
2020-02-09,00:00:00,78.4237267681424,-49.46478639971746,0.0,0.0
2020-02-10,00:00:00,68.24637472489891,-28.876100137744082,0.0,0.0
2020-02-11,00:00:00,62.196317555526704,-50.57221756138369,0.0,0.0
2020-02-12,00:00:00,56.4960868890702,-53.68743414331493,0.0,0.0
2020-02-13,00:00:00,47.71458711539162,-55.67524966738936,0.0,0.0
2020-02-14,00:00:00,35.4838383799064,-60.3548049703878,0.0,0.0
2020-02-15,00:00:00,17.922706160445475,1.4499507200942565,0.0,0.0
2020-02-16,00:00:00,1.6339541634780683,62.14423494692762,0.0,0.0
2020-02-17,00:00:00,352.4171672999979,60.21315488215321,0.0,0.0
2020-02-18,00:00:00,339.0675122946196,61.392596701977496,0.0,0.0
2020-02-19,00:00:00,324.4778789046591,59.690370736952715,0.0,0.0
2020-02-20,00:00:00,315.2627976094567,52.42619845292819,0.0,0.0
2020-02-21,00:00:00,308.94391194345917,47.678442778679646,0.0,0.0
2020-02-22,00:00:00,304.35896593215404,50.02398495301872,0.0,0.0
2020-02-23,00:00:00,298.4397227821178,53.844334880663425,0.0,0.0
2020-02-24,00:00:00,291.46169293382536,58.9002259915352,0.0,0.0
2020-02-25,00:00:00,237.95463705731544,-58.88307326560134,0.0,0.0
2020-02-26,00:00:00,222.78474871038003,-23.970171947986067,0.0,0.0
2020-02-27,00:00:00,218.59213298859015,-19.236326588367966,0.0,0.0
