date,time,lon,lat,elon,elat,HP-Tx,HP-Ty
2021-11-08,08:35:38.285029,111.72210052278216,-16.13720218777213,0.0,0.0,-281.4481320378836,-322.84077709372957
2021-11-08,14:35:38.285029,111.17440861818928,-16.239692359187234,0.0,0.0,-239.28689589654095,-325.6187233924579
2021-11-08,20:35:38.285029,111.10822822004357,-16.552187514276437,0.0,0.0,-187.6467069387436,-330.0864860154603
2021-11-09,02:35:38.285029,95.11986129623098,-26.704620760718896,0.0,0.0,-356.66251469776034,-481.6080469045467
2021-11-09,08:35:38.285029,94.76388141454318,-26.320977006754894,0.0,0.0,-317.5999183158856,-477.6683803079461
2021-11-09,14:35:38.285029,94.63068454877043,-26.15079543658231,0.0,0.0,-273.30789008177817,-476.37309585854587
2021-11-09,20:35:38.285029,94.43412871715972,-25.976078490934082,0.0,0.0,-228.0354088509921,-473.07961797731514
2021-11-10,02:35:38.285029,70.28610918914887,21.48305232727736,0.0,0.0,-531.6296114132274,311.3703641696609
2021-11-10,08:35:38.285029,70.22561136826613,22.05282212102224,0.0,0.0,-487.7023946426343,319.20463271684946
2021-11-10,14:35:38.285029,70.2615966985604,22.4262230373579,0.0,0.0,-441.04039172898047,323.4428101593777
2021-11-10,20:35:38.285029,70.29175806635766,22.651695104408848,0.0,0.0,-393.7752933462616,325.49377345835353
2021-11-11,02:35:38.285029,70.08771866420123,22.48674204327183,0.0,0.0,-351.62160434690304,323.2476450951648
2021-11-11,08:35:38.285029,69.90475646063344,22.3839854510586,0.0,0.0,-307.03359135077335,321.552948626086
2021-11-11,14:35:38.285029,69.78935248489232,22.338762457596854,0.0,0.0,-259.7531435212586,320.3765439908719
2021-11-11,20:35:38.285029,69.73684118475389,22.336831391964996,0.0,0.0,-210.3147562125232,319.5927568153158
2021-11-12,02:35:38.285029,69.37218182186923,21.891789333253442,0.0,0.0,-166.2177842115052,312.97607598059983
2021-11-12,08:35:38.285029,68.88080695846486,21.14644483542762,0.0,0.0,-123.10850082663819,300.75230686328734
2021-11-12,14:35:38.285029,60.553599216199814,12.03603617615555,0.0,0.0,-210.82606231467798,151.5663512325672
2021-11-12,20:35:38.285029,50.837904269618015,-4.04669485966292,0.0,0.0,-319.462290256517,-117.89512293960901
2021-11-13,02:35:38.285029,49.470814271068996,-5.659758352175007,0.0,0.0,-288.35657549020834,-145.34993233062957
2021-11-13,08:35:38.285029,48.432738878533605,-7.41063677966189,0.0,0.0,-249.23770049004816,-173.6662240506525
2021-11-13,14:35:38.285029,46.537084837113625,-10.278459809022483,0.0,0.0,-224.4940533770714,-220.5951856951733
2021-11-13,20:35:38.285029,44.81993123962108,-12.376370907544576,0.0,0.0,-197.88901293440722,-255.18093450745718
2021-11-14,02:35:38.285029,44.10506812104646,-15.49633459699133,0.0,0.0,-153.98161136964336,-305.5384560216489
2021-11-14,08:35:38.285029,40.93704353421292,-19.6040385370098,0.0,0.0,-149.0541431796737,-371.39801140362215
2021-11-14,14:35:38.285029,40.06192962878174,-20.631060048161068,0.0,0.0,-110.12560310983099,-387.40076982963797
2021-11-14,20:35:38.285029,39.84259960614079,-25.911818676455688,0.0,0.0,-59.26629031635821,-468.46173773930553
2021-11-15,02:35:38.285029,35.118360558710975,-28.62001812077252,0.0,0.0,-79.09264263720252,-507.88413103269835
2021-11-16,08:35:38.285029,346.09437041098346,-27.30186729407778,0.0,0.0,-529.5417169604916,-476.91503951302184
2021-11-16,14:35:38.285029,342.58798747170744,-26.512903284928395,0.0,0.0,-535.4017206977587,-464.4707934769767
2021-11-16,20:35:38.285029,341.33948834540485,-25.08881220559034,0.0,0.0,-516.5199751588516,-443.43489042377166
