date,time,lon,lat,elon,elat,HP-Tx,HP-Ty,Cons-Type
2021-11-08,00:00:00,104.83148879523607,-18.749734196201086,7.601270837301575,9.324221826828182,-450.42932530492544,-362.73267261996256,Kent(MLE)
2021-11-08,06:00:00,101.03557414915562,-18.59934117002358,10.380185935554815,12.846390822361055,-457.83988206950016,-359.7590648447269,Kent(MLE)
2021-11-08,12:00:00,96.40236397860274,-18.376829844568693,11.027552445007855,15.42014787174932,-476.99073661025614,-355.20030195799205,Kent(MLE)
2021-11-08,18:00:00,90.76208020343105,-15.865567553937034,13.583906017023326,18.969971103410142,-515.8091256441548,-313.6113744055867,Kent(MLE)
2021-11-09,00:00:00,84.06759365827169,-11.613934427477199,15.847002428082131,21.70183824358624,-571.3923050351441,-242.21622826994744,Kent(MLE)
2021-11-09,06:00:00,76.82336137606632,-6.0882808162892825,15.667764554321034,22.455416315117258,-631.8487674184144,-147.59857130876748,Kent(MLE)
2021-11-09,12:00:00,70.1692574615053,-0.40181504908026283,13.65344457914566,21.55388772847879,-677.3392318130936,-49.08584869935317,Kent(MLE)
2021-11-09,18:00:00,65.77775153407399,3.0291511565792155,10.774347161892496,20.257907334765083,-689.5942591351923,10.152682268268052,Kent(MLE)
2021-11-10,00:00:00,63.4050124637603,4.526132447629828,8.663980583010279,18.81332838237129,-677.4143453417346,35.19031042070695,Kent(MLE)
2021-11-10,06:00:00,62.326864656084446,3.7529287446440893,8.600661530883405,18.911872732691666,-650.8616107879207,20.91360881035803,Kent(MLE)
2021-11-10,12:00:00,61.17100828306594,2.6036757736934946,8.77417967509762,19.024835566301512,-624.358485130826,0.3879872989286561,Kent(MLE)
2021-11-10,18:00:00,59.79954609822079,1.2708906844768257,8.724425857157053,18.760236421317252,-599.5915397803765,-23.04355648705059,Kent(MLE)
2021-11-11,00:00:00,58.142143314206756,-0.4399219700956251,8.937493922796623,18.51742952257914,-577.6713835461996,-52.63809016358489,Kent(MLE)
2021-11-11,06:00:00,56.287153358163465,-2.4916686470123715,8.742375682702086,17.677832031575896,-557.3722597546875,-87.79150571058514,Kent(MLE)
2021-11-11,12:00:00,54.23574950255682,-4.598170028007658,8.634976408900846,16.756707722221975,-538.7800003818702,-123.61255951606914,Kent(MLE)
2021-11-11,18:00:00,52.10479588620615,-6.801930553833707,8.089867599276568,15.384379231747948,-520.3250125595368,-160.82542159536962,Kent(MLE)
2021-11-12,00:00:00,50.09085372398549,-8.897227245420575,7.471815819885944,13.941231409807422,-499.5069188987836,-196.03091640914755,Kent(MLE)
2021-11-12,06:00:00,48.21206104045424,-10.793197578266575,6.9456947492103875,13.127779537796567,-476.3454127132427,-227.7194048361287,Kent(MLE)
