date,time,lon,lat,elon,elat,HP-Tx,HP-Ty
2021-11-08,08:35:38.285029,113.03774817323625,-16.589326505240155,0.0,0.0,-260.64589848415926,-330.5497724191357
2021-11-08,14:35:38.285029,112.64251482004484,-16.959807165164673,0.0,0.0,-216.05981265450828,-338.3621305071154
2021-11-08,20:35:38.285029,112.41106868098029,-18.016331674568004,0.0,0.0,-165.60609313496388,-353.14759571338135
2021-11-09,02:35:38.285029,110.95196887996117,-22.902394495083627,0.0,0.0,-133.0671311246697,-430.3547841238276
2021-11-09,08:35:38.285029,95.26910269859935,-26.584391592739983,0.0,0.0,-310.59214775078,-482.99848917541243
2021-11-09,14:35:38.285029,94.8166098428988,-26.554967597804257,0.0,0.0,-268.9780984558165,-481.1085975564062
2021-11-09,20:35:38.285029,53.137807295944974,-10.31113010605227,0.0,0.0,-794.4120976005215,-204.53919601329403
2021-11-10,02:35:38.285029,54.732866177009356,3.8202782618877382,0.0,0.0,-758.3784875436686,28.737487884741682
2021-11-10,08:35:38.285029,57.97221631515767,8.142052023018223,0.0,0.0,-677.4565441457089,96.76810907769018
2021-11-10,14:35:38.285029,63.6185998761224,14.35324943711592,0.0,0.0,-554.5226107817143,195.7546654924621
2021-11-10,20:35:38.285029,58.29227238163045,8.701359018993028,0.0,0.0,-593.034641811857,102.83327875959321
2021-11-11,02:35:38.285029,57.2296773838746,7.232312268882101,0.0,0.0,-564.5376278238837,77.04928305266364
2021-11-11,08:35:38.285029,55.783852405528464,5.69982240172454,0.0,0.0,-538.4315600506961,50.33812764391541
2021-11-11,14:35:38.285029,54.101533688079904,2.0032029831555533,0.0,0.0,-520.242026417749,-12.403841937215612
2021-11-11,20:35:38.285029,53.81991835372296,-0.8442554769755221,0.0,0.0,-473.8842895440757,-61.22552018504896
2021-11-12,02:35:38.285029,52.277102113896625,-1.8641803180672458,0.0,0.0,-450.78652934520505,-79.22218692277228
2021-11-12,08:35:38.285029,50.31696452067302,-3.4453953574473077,0.0,0.0,-427.85589744267054,-105.45253860009326
2021-11-12,14:35:38.285029,49.66551820567864,-8.24176446888673,0.0,0.0,-384.8035464703571,-186.13178157101783
2021-11-12,20:35:38.285029,47.69846152038432,-10.97325026422701,0.0,0.0,-361.5121769134421,-231.17396965790496
2021-11-13,02:35:38.285029,43.8370776600203,-16.049271418986596,0.0,0.0,-364.0334708208684,-314.1299888550549
2021-11-13,08:35:38.285029,41.390429287306134,-13.80464705605419,0.0,0.0,-355.4315060530789,-278.1426396538811
2021-11-13,14:35:38.285029,40.5313252504041,-13.82348443485121,0.0,0.0,-315.6262761519756,-276.78601050496815
2021-11-13,20:35:38.285029,40.2862937128705,-14.038670375919919,0.0,0.0,-268.90184759604745,-281.63220329439105
2021-11-14,02:35:38.285029,39.93749808865955,-14.467922583341592,0.0,0.0,-222.8650321823079,-290.1421243894596
2021-11-14,08:35:38.285029,39.9558540671208,-15.338396043259324,0.0,0.0,-167.4438481363468,-301.8076560356391
2021-11-14,14:35:38.285029,39.46692733995618,-18.247221364597564,0.0,0.0,-121.2964853849262,-350.0704280430384
2021-11-14,20:35:38.285029,25.600617747226448,-18.640087154639836,0.0,0.0,-285.3245692283381,-352.6210205609762
2021-11-15,02:35:38.285029,16.147797881470353,-23.006161009201943,0.0,0.0,-366.3179367876146,-417.994770520584
2021-11-15,08:35:38.285029,9.891945943818586,-22.366475765506777,0.0,0.0,-409.6819441895932,-406.8461346557402
2021-11-15,14:35:38.285029,5.561778185763088,-23.54228166362349,0.0,0.0,-419.3468366791494,-423.0461436954084
2021-11-15,20:35:38.285029,356.9434460595859,-24.474389665262528,0.0,0.0,-486.89043710613623,-435.2145122570551
2021-11-16,02:35:38.285029,353.6840444615097,-23.895630437565814,0.0,0.0,-489.8070164117962,-427.1429350176554
2021-11-16,08:35:38.285029,351.37400934937403,-21.698473468977596,0.0,0.0,-484.0627229057718,-392.9277976102332
2021-11-16,14:35:38.285029,350.3822443016268,-21.59379796184125,0.0,0.0,-453.4010941972956,-391.6827720441601
2021-11-16,20:35:38.285029,345.6017582171033,-21.357485583014068,0.0,0.0,-476.4586050976068,-388.97571938620655
2021-11-17,02:35:38.285029,344.7024468668074,-20.512402868204013,0.0,0.0,-446.9432737820316,-376.77060559506117
2021-11-17,08:35:38.285029,343.87981187907843,-20.353244717437317,0.0,0.0,-412.1625558559317,-374.2430373882289
2021-11-17,14:35:38.285029,343.3750973226351,-20.299399005149898,0.0,0.0,-372.46555329556577,-374.07673260422956
2021-11-17,20:35:38.285029,342.94002487194246,-20.48067348738845,0.0,0.0,-328.2010018804576,-375.14352755940706
2021-11-18,02:35:38.285029,342.14349654315157,-20.240950992804866,0.0,0.0,-293.3479139935225,-373.9011978482674
2021-11-18,08:35:38.285029,341.28668259940974,-20.186288658556073,0.0,0.0,-256.21316277445294,-372.870266640232
2021-11-18,14:35:38.285029,340.69917330496537,-20.176081587795803,0.0,0.0,-214.36342898150906,-372.4267061668607
2021-11-18,20:35:38.285029,340.3489470005045,-20.25428881347861,0.0,0.0,-168.23240979830734,-373.1665368808784
2021-11-19,02:35:38.285029,340.16662969426534,-20.354047389460426,0.0,0.0,-119.1791261616163,-374.2247574712423
2021-11-19,08:35:38.285029,340.1689635862123,-20.465928643716673,0.0,0.0,-67.03227062127553,-375.4892030625578
2021-11-19,14:35:38.285029,340.8649936756323,-20.373042203429833,0.0,0.0,-3.854885454522446,-375.80913234961156
2021-11-19,20:35:38.285029,341.9232447680851,-20.704701047067804,0.0,0.0,65.25502544540952,-379.67447666941393
