date,time,lon,lat,elon,elat,HP-Tx,HP-Ty
2021-11-15,08:23:47.829372,17.146365166741425,-24.590522677329734,0.0,0.0,-303.4527945544105,-444.3696095764701
2021-11-15,14:23:47.829372,354.19246024601387,-27.088901178072994,0.0,0.0,-550.2474160860293,-471.6844093741575
2021-11-15,20:23:47.829372,349.3318280045239,-23.10455807336222,0.0,0.0,-586.4734335206449,-410.5531796627366
2021-11-16,02:23:47.829372,348.533132923188,-22.321701294019118,0.0,0.0,-559.1235006507486,-398.77688847695396
2021-11-16,08:23:47.829372,347.9063356593446,-21.878083241009747,0.0,0.0,-530.035598985618,-394.46507336684135
2021-11-16,14:23:47.829372,346.6760196468514,-21.436779637879518,0.0,0.0,-507.1770464864094,-389.75382595633397
2021-11-16,20:23:47.829372,345.730991025871,-21.220707390039102,0.0,0.0,-475.5180673333816,-385.9736696924067
2021-11-17,02:23:47.829372,345.25025221725275,-21.12287892673412,0.0,0.0,-436.5945507718716,-384.30922849200397
2021-11-17,08:23:47.829372,344.88707452155677,-21.027628716073,0.0,0.0,-396.1020165455993,-383.63214125996444
2021-11-17,14:23:47.829372,344.5188906472513,-20.893952195446584,0.0,0.0,-355.48346371017396,-383.1583467392124
2021-11-17,20:23:47.829372,344.26771429929244,-20.90528884485259,0.0,0.0,-309.24104854092,-381.9929929149091
2021-11-18,02:23:47.829372,343.58664662448484,-20.629670589419863,0.0,0.0,-272.07318658800796,-379.7854900490549
2021-11-18,08:23:47.829372,343.01473149839273,-20.409343753262213,0.0,0.0,-229.98681215429679,-375.0062750056634
2021-11-18,14:23:47.829372,342.4200232136296,-20.140372783110394,0.0,0.0,-188.30136168235913,-370.02387376005964
2021-11-18,20:23:47.829372,342.16020307752063,-20.186276563423007,0.0,0.0,-142.11920865788125,-373.61967594593096
2021-11-19,02:23:47.829372,341.9965492293213,-20.137215350968823,0.0,0.0,-92.4345714757219,-372.0378812737004
2021-11-19,08:23:47.829372,342.05755966210114,-20.143527107448605,0.0,0.0,-39.0076035449747,-371.10496609157605
2021-11-19,14:23:47.829372,342.5036387821113,-20.312969317851046,0.0,0.0,20.42156287820536,-372.386016522497
2021-11-19,20:23:47.829372,343.5596883593025,-20.809637446151193,0.0,0.0,88.9871677792106,-379.59809816309223
2021-11-20,02:23:47.829372,344.4600345805103,-21.047423658618982,0.0,0.0,154.71249724288978,-383.17464692535833
2021-11-20,08:23:47.829372,345.46679740292615,-21.262729490244322,0.0,0.0,221.58235079178428,-386.7091301889283
2021-11-20,14:23:47.829372,348.39548416067987,-22.30273491117877,0.0,0.0,313.28522937309396,-401.193479508714
2021-11-20,20:23:47.829372,17.950713437015896,-24.41073578674568,0.0,0.0,704.8273612903231,-418.930649927937
2021-11-21,02:23:47.829372,43.28707083996461,-23.292348737999845,0.0,0.0,877.3329833031304,-385.9505585746484
2021-11-21,08:23:47.829372,47.51587263995041,-18.70029295157662,0.0,0.0,nan,nan
2021-11-21,14:23:47.829372,53.91063061840303,-20.029906055193365,0.0,0.0,nan,nan
2021-11-21,20:23:47.829372,90.713127047631,-25.670383161388866,0.0,0.0,nan,nan
2021-11-22,02:23:47.829372,111.35442479760701,-17.972092938074248,0.0,0.0,nan,nan
2021-11-22,08:23:47.829372,112.73005030401808,-16.737555354423687,0.0,0.0,nan,nan
2021-11-22,14:23:47.829372,114.27652155972447,-16.317774141595027,0.0,0.0,nan,nan
2021-11-22,20:23:47.829372,115.25121160442369,-15.868564526112477,0.0,0.0,nan,nan
2021-11-23,02:23:47.829372,116.36820947765484,-15.564705931136912,0.0,0.0,nan,nan
2021-11-23,08:23:47.829372,117.38391656638059,-15.178032355993606,0.0,0.0,nan,nan
2021-11-23,14:23:47.829372,118.03462738365829,-14.946256576588977,0.0,0.0,nan,nan
2021-11-23,20:23:47.829372,118.39334969562374,-14.920644025704123,0.0,0.0,nan,nan
