date,time,lon,lat,elon,elat,HP-Tx,HP-Ty
2021-11-15,08:23:47.829372,17.24792793504961,-24.22055672570639,0.0,0.0,-303.23202670156024,-439.3380942507912
2021-11-15,14:23:47.829372,354.4814803055966,-26.915200773063766,0.0,0.0,-549.023011674406,-470.3524265159768
2021-11-15,20:23:47.829372,349.86633840399367,-23.30113147371244,0.0,0.0,-583.1784456807654,-416.5277849154075
2021-11-16,02:23:47.829372,348.82786963476383,-22.293088651858323,0.0,0.0,-556.733024489833,-399.24771224818045
2021-11-16,08:23:47.829372,348.3902221717249,-21.98231135117254,0.0,0.0,-521.8780946442857,-395.04857571710875
2021-11-16,14:23:47.829372,346.41492680757864,-21.23468799839018,0.0,0.0,-511.7142710639164,-386.8232489533263
2021-11-16,20:23:47.829372,345.5668579307271,-20.883000071572734,0.0,0.0,-479.15389794367366,-380.9407208248754
2021-11-17,02:23:47.829372,345.2824470831628,-20.779646142414297,0.0,0.0,-437.29522439464927,-379.11813671937216
2021-11-17,08:23:47.829372,345.1106991581773,-20.705392250874205,0.0,0.0,-393.9501871650573,-378.86792665494124
2021-11-17,14:23:47.829372,344.8866649826191,-20.608852941410397,0.0,0.0,-351.11316092824563,-379.1763275192712
2021-11-17,20:23:47.829372,344.70798539439005,-20.64092094265138,0.0,0.0,-303.6752683168743,-378.53668108747183
2021-11-18,02:23:47.829372,344.6027377587656,-20.64536282727599,0.0,0.0,-255.13973867311142,-378.0550750319275
2021-11-18,08:23:47.829372,344.11303112645714,-20.442493155278882,0.0,0.0,-214.27041711192578,-377.822953509732
2021-11-18,14:23:47.829372,343.7266906379534,-20.36853850581095,0.0,0.0,-168.65096061094664,-375.7219021093511
2021-11-18,20:23:47.829372,343.27444750114995,-20.104618198031062,0.0,0.0,-123.76873647724278,-369.9827632797705
2021-11-19,02:23:47.829372,342.8610784095345,-20.044786101587032,0.0,0.0,-78.91604345990345,-371.36072199075727
2021-11-19,08:23:47.829372,343.10601505395454,-20.15031503061671,0.0,0.0,-22.391339424531907,-372.10052278089756
2021-11-19,14:23:47.829372,343.7732366255267,-20.4875379557359,0.0,0.0,40.702518976434746,-377.0796525641252
2021-11-19,20:23:47.829372,344.4888970137594,-20.69139852977605,0.0,0.0,103.97421366274733,-378.8081380750655
2021-11-20,02:23:47.829372,344.8798826940054,-20.807234297960004,0.0,0.0,161.48719717032827,-379.34472412144214
2021-11-20,08:23:47.829372,345.49379541530755,-21.06640133922598,0.0,0.0,222.338195950862,-383.7225721488618
2021-11-20,14:23:47.829372,348.832009907889,-22.472398029003998,0.0,0.0,317.773189140473,-401.77279790531014
2021-11-20,20:23:47.829372,18.157782103612877,-24.304594088187056,0.0,0.0,711.7795402911539,-419.85173571440123
2021-11-21,02:23:47.829372,43.86602025763771,-22.66521665732641,0.0,0.0,883.9976218366332,-376.5010785346448
2021-11-21,08:23:47.829372,47.53768347309562,-18.28201894367552,0.0,0.0,nan,nan
2021-11-21,14:23:47.829372,54.525114594140426,-19.21188175713952,0.0,0.0,nan,nan
2021-11-21,20:23:47.829372,89.89195607970736,-26.524619035074366,0.0,0.0,nan,nan
2021-11-22,02:23:47.829372,90.5274986807679,-26.13918849300861,0.0,0.0,nan,nan
2021-11-22,08:23:47.829372,111.77360226123332,-17.75453254324125,0.0,0.0,nan,nan
2021-11-22,14:23:47.829372,112.55161930777315,-17.38067852768549,0.0,0.0,nan,nan
2021-11-22,20:23:47.829372,113.36593885410676,-17.247439390290975,0.0,0.0,nan,nan
2021-11-23,02:23:47.829372,113.98889987927745,-17.265527806189333,0.0,0.0,nan,nan
2021-11-23,08:23:47.829372,114.80894840500588,-17.42050276317254,0.0,0.0,nan,nan
2021-11-23,14:23:47.829372,115.14464395842114,-17.506459671963643,0.0,0.0,nan,nan
2021-11-23,20:23:47.829372,115.27220719413832,-17.58551579867556,0.0,0.0,nan,nan
2021-11-24,02:23:47.829372,115.52989750120703,-17.580494738513885,0.0,0.0,nan,nan
2021-11-24,08:23:47.829372,115.64104713080641,-17.55262163206313,0.0,0.0,nan,nan
2021-11-24,14:23:47.829372,115.63149396302653,-17.51821265109534,0.0,0.0,nan,nan
2021-11-24,20:23:47.829372,115.52159655338939,-17.478857960125417,0.0,0.0,nan,nan
2021-11-25,02:23:47.829372,115.32922392660399,-17.42898488961599,0.0,0.0,nan,nan
2021-11-25,08:23:47.829372,115.07085077631311,-17.36698712518039,0.0,0.0,nan,nan
2021-11-25,14:23:47.829372,114.76503222823634,-17.287519430960835,0.0,0.0,nan,nan
2021-11-25,20:23:47.829372,114.43576041564805,-17.192281529146126,0.0,0.0,nan,nan
2021-11-26,02:23:47.829372,114.38953239775593,-17.15515353750891,0.0,0.0,nan,nan
2021-11-26,08:23:47.829372,114.03863053339506,-17.098385426270113,0.0,0.0,nan,nan
2021-11-26,14:23:47.829372,113.70951051091947,-17.06765805075467,0.0,0.0,nan,nan
2021-11-26,20:23:47.829372,113.42353648247447,-17.079507340836756,0.0,0.0,nan,nan
2021-11-27,02:23:47.829372,113.15390164252493,-17.119228524560324,0.0,0.0,nan,nan
2021-11-27,08:23:47.829372,112.87296069739891,-17.18465080695574,0.0,0.0,nan,nan
2021-11-27,14:23:47.829372,112.55035678847065,-17.236821155081472,0.0,0.0,nan,nan
2021-11-27,20:23:47.829372,112.28023152559288,-17.369285503287724,0.0,0.0,nan,nan
2021-11-28,02:23:47.829372,112.0023716267889,-17.47092415469706,0.0,0.0,nan,nan
2021-11-28,08:23:47.829372,111.77407500205996,-17.61761395622418,0.0,0.0,nan,nan
2021-11-28,20:23:47.829372,82.82163899716414,21.284781876508276,0.0,0.0,nan,nan
2021-11-29,02:23:47.829372,82.19806524004693,20.730312487170924,0.0,0.0,nan,nan
2021-11-29,08:23:47.829372,82.2766373571404,20.611238697738884,0.0,0.0,nan,nan
2021-11-29,14:23:47.829372,81.91815346975123,20.63305497996378,0.0,0.0,nan,nan
2021-11-29,20:23:47.829372,81.15187209586972,20.751977610507716,0.0,0.0,nan,nan
2021-11-30,02:23:47.829372,80.46413087297827,20.952197190931216,0.0,0.0,nan,nan
2021-11-30,08:23:47.829372,79.86398928128723,21.16949229432381,0.0,0.0,nan,nan
2021-11-30,14:23:47.829372,79.41899677993455,21.35202375863054,0.0,0.0,nan,nan
2021-11-30,20:23:47.829372,79.11846845631241,21.5039007939796,0.0,0.0,nan,nan
2021-12-01,02:23:47.829372,78.54270471752785,21.657696483837704,0.0,0.0,nan,nan
2021-12-01,08:23:47.829372,78.11310839114395,21.81131688126928,0.0,0.0,nan,nan
2021-12-01,20:23:47.829372,54.57382576040971,-18.709777696436362,0.0,0.0,nan,nan
2021-12-02,02:23:47.829372,54.29743271557255,-18.505681287618817,0.0,0.0,nan,nan
2021-12-02,08:23:47.829372,53.844763305911336,-18.298110164815824,0.0,0.0,nan,nan
2021-12-02,14:23:47.829372,52.664996648487254,-18.268697134370743,0.0,0.0,nan,nan
2021-12-02,20:23:47.829372,50.69239005109913,-17.002283255704803,0.0,0.0,nan,nan
2021-12-03,02:23:47.829372,49.86722430612128,-15.433149565291474,0.0,0.0,nan,nan
2021-12-03,08:23:47.829372,49.19654278488747,-14.57344231192592,0.0,0.0,nan,nan
2021-12-03,14:23:47.829372,48.79267866553455,-14.339643494400097,0.0,0.0,nan,nan
