date,date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-01,2020-01-01,00:00:00,-791.4060781891458,-491.2161593255776,-704.4041347145102,450.1460233743092,0.2760410524713801,-31.09861322444241,10.0,10.0,17.951160559950694,25.608600224907388,10.0,10.0
2020-01-02,2020-01-02,00:00:00,-742.3936719526538,-490.1774318216021,-445.87487045163283,819.3184661717037,354.95803419171943,-31.472756421617195,10.0,10.0,5.080453791227764,55.020886432937715,10.0,10.0
2020-01-03,2020-01-03,00:00:00,-671.0209088691046,-483.68983759595864,-425.8410846584011,847.0014582315501,350.99688645512725,-31.5241563354793,10.0,10.0,348.41832360787936,58.34824503579321,10.0,10.0
2020-01-04,2020-01-04,00:00:00,-580.6788233984263,-469.36097610306336,-594.1479717078619,768.4671634999164,348.0666290543277,-30.82834319454917,10.0,10.0,320.74429089850344,50.25968773444826,10.0,10.0
2020-01-05,2020-01-05,00:00:00,-435.56254202127457,-473.49276991104034,-807.8320863423869,517.304009935022,346.91030783842746,-31.627471495951237,10.0,10.0,304.1914647752884,30.969115287644016,10.0,10.0
2020-01-06,2020-01-06,00:00:00,-517.7597186933272,-718.0155326432641,-805.1358678240795,458.80836667209405,310.5586114168921,-49.38195593490776,10.0,10.0,299.2170124905883,26.355233334074892,10.0,10.0
2020-01-07,2020-01-07,00:00:00,-2079.866395557765,203.93460128442658,-780.063075842103,413.95265814813547,294.9948322729196,2.7207045526381406,10.0,10.0,292.68039572963824,22.973253432607837,10.0,10.0
2020-01-08,2020-01-08,00:00:00,-2099.443133761873,178.25011344187843,-727.1782792566811,415.1244794103434,281.0051518982559,2.1123691542923364,10.0,10.0,285.62073395127607,22.673562915554804,10.0,10.0
2020-01-09,2020-01-09,00:00:00,-415.30761207547033,-765.8593669496935,-634.2790741340723,483.0637845297776,278.8674168676445,-54.25875491685528,10.0,10.0,279.27029369340266,26.77034248730932,10.0,10.0
2020-01-10,2020-01-10,00:00:00,-359.57619379414245,-834.2934096554799,-503.09833434433676,655.0990121001628,262.4925119130607,-61.23597195892736,10.0,10.0,271.1636321312871,38.89709195380252,10.0,10.0
2020-01-11,2020-01-11,00:00:00,-482.0119232819416,-819.8760748809209,-381.11889685201464,801.1932601289798,229.18877982451968,-58.413863191435745,10.0,10.0,260.6093761187201,51.5059067991253,10.0,10.0
2020-01-12,2020-01-12,00:00:00,-865.5847683157773,-358.33719713754783,-865.6054209242575,-357.59306433598874,212.8380850918461,-22.704804797577246,10.0,10.0,213.090875198374,-22.65308203244984,10.0,10.0
2020-01-13,2020-01-13,00:00:00,-808.5822976131458,-348.8936685918522,-832.5160842114128,-313.03020993283195,209.4699567821684,-22.79505505924005,10.0,10.0,208.25380486270961,-20.43664324417807,10.0,10.0
2020-01-14,2020-01-14,00:00:00,-770.176066829823,-385.15270834189437,-791.1913248258643,-337.600696188215,199.65990836704609,-25.295878314730302,10.0,10.0,199.08435573325832,-22.31056042919898,10.0,10.0
2020-01-15,2020-01-15,00:00:00,-445.43003340391436,844.1654886761522,-695.3541577379219,-343.7447981895496,188.49559479901197,57.50818753443926,10.0,10.0,195.8690424022306,-23.41085771638616,10.0,10.0
2020-01-16,2020-01-16,00:00:00,-442.28571571107017,853.1404459905702,-563.8949262972454,-450.6793098559148,172.78517690317582,58.70681834355545,10.0,10.0,191.44217780223067,-30.7442211880248,10.0,10.0
2020-01-17,2020-01-17,00:00:00,-434.54897922929376,865.9900556964183,-543.9860848588869,-579.3739888257425,157.81940503505746,60.0083738654768,10.0,10.0,174.30127245139053,-39.47723911307674,10.0,10.0
2020-01-18,2020-01-18,00:00:00,-461.81261038547376,847.7185618778311,-503.84997601085337,-702.8021858806213,142.06898869462324,58.512733948494436,10.0,10.0,156.40184033633085,-48.599990264397476,10.0,10.0
2020-01-19,2020-01-19,00:00:00,-466.5680358444806,832.8060048024531,-347.65819477033796,-839.2002150355693,134.53956603229972,56.2432214940438,10.0,10.0,143.63260560028255,-62.42885594974064,10.0,10.0
2020-01-20,2020-01-20,00:00:00,-442.4065436162055,841.9250239864398,-446.3324947177898,-836.3138884767212,126.4078105364947,56.29361226790617,10.0,10.0,111.89478500652213,-60.733266790044105,10.0,10.0
2020-01-21,2020-01-21,00:00:00,-381.4753454490565,874.1396871852482,-495.6751148030162,-789.5500536361542,117.08900538572,59.76223362852725,10.0,10.0,101.98946800122611,-56.163259039852406,10.0,10.0
2020-01-22,2020-01-22,00:00:00,-345.734821818769,882.6509830954251,-520.6179549181834,-752.9494777668863,106.65577001505484,61.39323843472547,10.0,10.0,93.4221523407922,-52.69679481086215,10.0,10.0
2020-01-23,2020-01-23,00:00:00,-352.7956868433393,888.8691305932136,-429.44560379651375,-777.0908989216815,92.60753224027218,61.412050372832184,10.0,10.0,90.30046346165581,-55.71781139897589,10.0,10.0
2020-01-24,2020-01-24,00:00:00,-298.0675761057064,888.5267858270324,-1812.49443564564,162.7074847909891,88.0639562663859,61.596345377963544,10.0,10.0,81.12467255185041,0.1101136383047666,10.0,10.0
2020-01-25,2020-01-25,00:00:00,-229.59867807361297,898.8459122990437,-445.62821657327004,846.9918770650647,84.58659760109559,62.2076455533591,10.0,10.0,57.757819860395394,57.17941323016628,10.0,10.0
2020-01-26,2020-01-26,00:00:00,-154.4600024130195,910.7092617226884,-402.64971568249166,842.9652131240505,81.38337533371418,62.97451595846741,10.0,10.0,55.25185661399585,55.52462079632508,10.0,10.0
2020-01-27,2020-01-27,00:00:00,-55.117040549404926,913.751616015395,-797.2166379753035,131.31129088579146,81.40989544109071,62.86871980923538,10.0,10.0,69.82271141442523,-2.277438578798464,10.0,10.0
2020-01-28,2020-01-28,00:00:00,82.08368447227517,903.1021732039952,-2.1273005884140734,-782.7874531406408,85.4799028935546,61.669020202522475,10.0,10.0,75.06718809067985,-58.871274465080674,10.0,10.0
2020-01-29,2020-01-29,00:00:00,222.2315929234591,893.2305706527078,221.65085157591167,-765.6977394018589,89.96397734977144,60.89638167162249,10.0,10.0,86.17377572563595,-56.41303145302022,10.0,10.0
