date,date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-30,2020-01-30,00:00:00,404.2883756331412,880.6063278157768,387.59697308891805,-761.8083914220359,106.48477296733473,60.83630209068725,10.0,10.0,93.11136990612349,-55.38913364214981,10.0,10.0
2020-01-31,2020-01-31,00:00:00,nan,nan,496.5732440998671,-791.9049259028694,117.55247955056728,59.672337560297116,10.0,10.0,103.2591608526524,-56.66447582656911,10.0,10.0
2020-02-01,2020-02-01,00:00:00,nan,nan,494.72548097756055,-835.058273749509,123.47960535466007,55.621093474238215,10.0,10.0,107.98093256459808,-59.535140969715144,10.0,10.0
2020-02-02,2020-02-02,00:00:00,nan,nan,473.2053919968135,-851.8750600374792,124.75572136788745,55.738946768783435,10.0,10.0,109.66774183832314,-60.4376610494385,10.0,10.0
2020-02-03,2020-02-03,00:00:00,nan,nan,nan,nan,124.19727659466845,55.76212710589662,10.0,10.0,109.10238905746284,-59.95934760213442,10.0,10.0
2020-02-04,2020-02-04,00:00:00,nan,nan,nan,nan,124.22208576701222,56.88369593454222,10.0,10.0,106.06134895445368,-58.38366229808342,10.0,10.0
2020-02-05,2020-02-05,00:00:00,nan,nan,nan,nan,117.1045933867821,59.98886601241053,10.0,10.0,102.05854170795521,-56.21646898700282,10.0,10.0
2020-02-06,2020-02-06,00:00:00,nan,nan,nan,nan,110.22785894504291,60.2164678406271,10.0,10.0,93.34260128962795,-52.19864164440952,10.0,10.0
2020-02-07,2020-02-07,00:00:00,nan,nan,nan,nan,101.11307268603764,62.16509713518808,10.0,10.0,92.97992816535931,-53.408739815445955,10.0,10.0
2020-02-08,2020-02-08,00:00:00,nan,nan,nan,nan,91.32314162153871,61.59836137193646,10.0,10.0,88.53657258188585,-56.20515180140586,10.0,10.0
2020-02-09,2020-02-09,00:00:00,nan,nan,nan,nan,86.94790915358897,61.41460566859855,10.0,10.0,62.17568489347435,60.612452521487334,10.0,10.0
2020-02-10,2020-02-10,00:00:00,nan,nan,nan,nan,80.20493322228614,63.43689356218621,10.0,10.0,55.26728191566784,55.68891000834294,10.0,10.0
2020-02-11,2020-02-11,00:00:00,nan,nan,nan,nan,64.48854214231976,64.11117340785846,10.0,10.0,48.09509670624453,54.69127446784049,10.0,10.0
2020-02-12,2020-02-12,00:00:00,nan,nan,nan,nan,48.84189707133627,63.16163708969468,10.0,10.0,36.197238873813745,40.895803021900036,10.0,10.0
2020-02-13,2020-02-13,00:00:00,nan,nan,nan,nan,38.2691533169216,62.00870547679804,10.0,10.0,33.01160688375547,38.961165302914964,10.0,10.0
2020-02-14,2020-02-14,00:00:00,nan,nan,nan,nan,355.7452301719038,-36.235764676283566,10.0,10.0,18.663369195996093,25.766997657533302,10.0,10.0
2020-02-15,2020-02-15,00:00:00,nan,nan,nan,nan,359.89414896676135,-31.29198989325256,10.0,10.0,17.926953403809303,25.57724943697482,10.0,10.0
2020-02-16,2020-02-16,00:00:00,nan,nan,nan,nan,355.9041225825043,-31.503406718730634,10.0,10.0,6.410943674509745,54.67385391021618,10.0,10.0
2020-02-17,2020-02-17,00:00:00,nan,nan,nan,nan,352.1661997872168,-31.58187284024318,10.0,10.0,355.65010182131834,55.696772596337546,10.0,10.0
2020-02-18,2020-02-18,00:00:00,nan,nan,nan,nan,349.6814691183198,-31.45589824224215,10.0,10.0,332.23297320802885,58.1208441391591,10.0,10.0
2020-02-19,2020-02-19,00:00:00,nan,nan,nan,nan,347.5397417633902,-30.93628917621267,10.0,10.0,315.5154610983002,49.05046612010814,10.0,10.0
2020-02-20,2020-02-20,00:00:00,nan,nan,nan,nan,347.18853264005213,-32.838044507932466,10.0,10.0,303.4450533971165,29.619643205868364,10.0,10.0
2020-02-21,2020-02-21,00:00:00,nan,nan,nan,nan,310.716824645766,-49.38075377997366,10.0,10.0,299.2810240382478,26.232356879434747,10.0,10.0
2020-02-22,2020-02-22,00:00:00,nan,nan,nan,nan,302.69751079837846,-50.91962740829218,10.0,10.0,293.73168759706857,23.143629100731932,10.0,10.0
2020-02-23,2020-02-23,00:00:00,nan,nan,nan,nan,285.547895621162,2.052800349807168,10.0,10.0,288.2543959528499,21.859159053317825,10.0,10.0
2020-02-24,2020-02-24,00:00:00,nan,nan,nan,nan,282.11914139687764,-49.583795231506045,10.0,10.0,282.0190845773912,24.89735349633429,10.0,10.0
2020-02-25,2020-02-25,00:00:00,nan,nan,nan,nan,273.9719123995098,-57.51684488854835,10.0,10.0,274.3026821530221,28.99033511786271,10.0,10.0
2020-02-26,2020-02-26,00:00:00,nan,nan,nan,nan,253.39700265710502,-61.6281225914723,10.0,10.0,267.42352137858114,42.11508359594739,10.0,10.0
2020-02-27,2020-02-27,00:00:00,nan,nan,nan,nan,218.99827646020202,-54.601304183282394,10.0,10.0,236.61877818303452,2.1519144971127155,10.0,10.0
