date,time,lon,lat,elon,elat
2020-01-28,09:59:19.679988,65.6512,-57.7582,0,0.4701
2020-01-28,11:19:40.800006,66.0045,-57.8618,0,0.4166
2020-01-28,11:59:08.160008,66.3681,-58.3985,0.3636,0.5455
2020-01-28,13:09:33.119992,66.7418,-58.4749,0.3737,0.5387
2020-01-28,14:28:53.759992,67.1252,-58.4646,0.3834,0.4373
2020-01-28,15:27:47.519984,67.518,-58.625,0.3928,0.4074
2020-01-28,16:35:11.039995,67.92,-58.7022,0.402,0.4878
2020-01-28,17:40:24.959984,68.3307,-58.7837,0.4192,0.4753
2020-01-28,18:44:47.039982,68.7499,-58.8725,0.4192,0.4024
2020-01-28,19:42:48.959981,69.1774,-59.3027,0.4275,0.7626
2020-01-28,22:20:21.120018,70.0556,-59.529,0,0.5416
2020-01-29,00:05:36.959991,70.5058,-59.6717,0,0.5704
2020-01-29,00:05:45.600016,70.9629,-60.1678,0.4571,0.8226
2020-01-29,01:25:23.519987,71.4268,-60.3829,0.4639,0.915
2020-01-29,02:33:21.600020,71.8969,-60.5843,0.4701,0.8196
2020-01-29,03:14:23.999981,72.3732,-60.7635,0.9693,0.7846
2020-01-29,03:14:32.640006,72.8551,-61.3648,0.98,0.9186
2020-01-29,03:14:41.279992,73.3425,-61.4632,1.4456,1.017
2020-01-29,05:01:32.160004,73.8351,-61.5472,0.9993,0.2133
2020-01-29,07:08:49.919985,74.3325,-61.6342,1.518,0.2475
2020-01-29,09:13:58.079984,74.8344,-61.7109,2.0466,0.3801
2020-01-29,11:04:42.240003,75.3405,-61.7827,1.5405,0.387
2020-01-29,12:31:32.160004,75.8505,-61.8529,1.5504,0.3926
2020-01-29,13:38:29.760019,76.3641,-61.9113,1.5594,0.5982
2020-01-29,14:17:39.840010,76.881,-61.9609,1.0425,0.5782
2020-01-29,14:25:17.759997,77.4009,-61.9811,1.0476,0.5998
2020-01-29,14:25:26.399982,77.9235,-61.431,0.525,0.8087
2020-01-29,14:25:35.040008,78.4485,-60.8347,1.0476,0.751
2020-01-29,14:25:43.679993,78.9755,-60.7997,1.052,0.7343
2020-01-29,14:25:52.320018,79.5043,-60.7514,1.0617,0.7826
2020-01-29,14:26:00.960004,80.0346,-60.6936,1.5861,0.8404
2020-01-29,14:55:49.439983,80.566,-60.6852,2.1175,0.7867
2020-01-29,16:17:54.239986,81.0983,-60.7314,1.0637,0.9047
2020-01-29,17:43:26.399998,81.6311,-60.776,0.533,0.7495
2020-01-29,19:10:42.239995,82.1641,-60.8362,0.533,0.6761
2020-01-29,20:37:06.240000,82.6971,-60.9064,1.0644,0.5337
2020-01-29,21:13:23.520003,82.6971,-60.9064,0.533,0.5937
2020-01-29,22:19:20.640000,83.2296,-60.9692,1.0629,0.5309
2020-01-29,23:03:59.039996,83.7615,-60.989,1.0606,0.4377
2020-01-30,00:15:33.119984,84.2925,-60.9841,0.531,0.3741
2020-01-30,01:08:23.999989,84.8221,-60.9698,1.0541,0.3694
2020-01-30,02:24:17.280019,85.3501,-60.95,1.05,0.3469
2020-01-30,03:17:34.080020,85.8762,-60.9285,0.5239,0.3684
2020-01-30,04:34:45.119998,86.4001,-60.8971,0.5213,0.3325
2020-01-30,05:34:04.799986,86.9214,-60.8464,0.5186,0.3146
2020-01-30,07:10:33.600010,87.44,-60.757,0.5154,0.1687
2020-01-30,08:22:16.319983,87.9554,-60.6415,0.5119,0.1175
2020-01-30,10:38:12.480008,88.4673,-60.1764,0.5083,0.3084
2020-01-30,10:59:13.919998,88.9756,-60.0519,0.5041,0.596
2020-01-30,12:26:38.399980,89.4797,-59.5403,0.5041,1.3465
2020-01-30,12:26:47.040006,89.9795,-59.4305,0.4952,1.2367
2020-01-30,13:10:42.239995,90.4747,-58.8722,0.9753,1.0745
2020-01-30,14:50:47.040014,90.9649,-58.3092,0.9649,1.3224
2020-01-30,15:43:46.560004,91.45,-58.2212,0.4851,1.2344
2020-01-30,18:04:27.839988,91.9298,-57.6643,0.4745,1.231
