date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-01,00:00:00,-782.9077069121413,-550.6463065624814,nan,nan,353.79005763802536,-34.910404876987755,0.0,0.0,nan,nan,nan,nan
2020-01-02,00:00:00,-751.8864510161802,-505.31002326498214,nan,nan,352.94018270143783,-32.27015415825121,0.0,0.0,nan,nan,nan,nan
2020-01-03,00:00:00,-681.3399128194433,-495.0718470197177,nan,nan,349.60837506422286,-32.09868493566835,0.0,0.0,nan,nan,nan,nan
2020-01-04,00:00:00,-577.4058482898398,-494.1974346747218,nan,nan,347.0478837877243,-32.60968806746501,0.0,0.0,nan,nan,nan,nan
2020-01-05,00:00:00,-432.1072033497039,-523.1168466069464,nan,nan,345.67114730559183,-35.05599279695361,0.0,0.0,nan,nan,nan,nan
2020-01-06,00:00:00,-469.4132560016588,847.6794530108239,nan,nan,300.5214025905778,58.09285447243146,0.0,0.0,nan,nan,nan,nan
2020-01-07,00:00:00,-601.2763215666638,714.4757849528846,nan,nan,291.5734215247037,45.064308519077294,0.0,0.0,nan,nan,nan,nan
2020-01-08,00:00:00,-372.7688966474962,868.6608308639823,nan,nan,289.8334066486425,59.748233701144564,0.0,0.0,nan,nan,nan,nan
2020-01-09,00:00:00,-323.43687138170935,898.3252650707783,nan,nan,276.44613717648383,64.0847653527228,0.0,0.0,nan,nan,nan,nan
2020-01-10,00:00:00,-361.45904757338576,898.3812561328888,nan,nan,255.0643804222741,64.08396720378232,0.0,0.0,nan,nan,nan,nan
2020-01-11,00:00:00,-390.5465766515117,887.5529505179119,nan,nan,236.6469022655753,63.2978077054336,0.0,0.0,nan,nan,nan,nan
2020-01-12,00:00:00,-411.6737043897156,883.6947831106534,nan,nan,220.17752311090644,62.64939211623472,0.0,0.0,nan,nan,nan,nan
2020-01-13,00:00:00,-446.57464214344515,865.4759366705609,nan,nan,205.6481348079549,60.4244637385052,0.0,0.0,nan,nan,nan,nan
2020-01-14,00:00:00,-484.26850785152055,837.0532697950133,nan,nan,191.93678545871228,57.58611886326924,0.0,0.0,nan,nan,nan,nan
2020-01-15,00:00:00,-495.6954685153905,820.6131219039308,nan,nan,185.1137401988349,54.84234418545447,0.0,0.0,nan,nan,nan,nan
2020-01-16,00:00:00,-443.6548187185545,833.4893140644241,nan,nan,180.6182687873177,55.415308824822226,0.0,0.0,nan,nan,nan,nan
2020-01-17,00:00:00,-357.28264624811715,878.2630104183783,nan,nan,172.08588806916458,60.668335338035725,0.0,0.0,nan,nan,nan,nan
2020-01-18,00:00:00,-350.9302812223322,891.1144397703847,nan,nan,156.2305033253919,62.489313254663436,0.0,0.0,nan,nan,nan,nan
2020-01-19,00:00:00,-334.5524386297912,905.3155474927063,nan,nan,139.03544844095595,65.25049330710999,0.0,0.0,nan,nan,nan,nan
2020-01-20,00:00:00,-398.47236799728125,879.2126963161296,nan,nan,122.42413450368484,61.43504368512357,0.0,0.0,nan,nan,nan,nan
2020-01-21,00:00:00,-370.6207787769381,884.1421734336876,nan,nan,113.64371856049824,62.00329417743169,0.0,0.0,nan,nan,nan,nan
2020-01-22,00:00:00,-335.6069714163896,905.9972976308444,nan,nan,100.16332571781194,64.99440145505726,0.0,0.0,nan,nan,nan,nan
2020-01-23,00:00:00,-363.66366726299754,898.0700190260985,nan,nan,83.31344050682138,63.99851100076027,0.0,0.0,nan,nan,nan,nan
2020-01-24,00:00:00,-360.5222099474631,887.4975128671831,nan,nan,76.15744434795162,62.06202430383459,0.0,0.0,nan,nan,nan,nan
2020-01-25,00:00:00,-321.21280587185174,883.5531267983498,nan,nan,72.68443528771618,60.711596105683,0.0,0.0,nan,nan,nan,nan
2020-01-26,00:00:00,-244.09921647212468,888.6889114769324,nan,nan,71.32526111905591,60.43712610583106,0.0,0.0,nan,nan,nan,nan
2020-01-27,00:00:00,-139.7520730465185,892.0237500153977,nan,nan,71.51041989493324,60.640545549023145,0.0,0.0,nan,nan,nan,nan
2020-01-28,00:00:00,-84.1210955926217,-838.4849344206523,-36.809944393346086,-781.328931979287,63.68068466236249,-64.70606794229379,0.0,0.0,65.6512,-58.8059,0.0,1.125
2020-01-29,00:00:00,100.60872478795969,-850.1695557910842,89.30942740476085,-811.1204660053035,76.71297677606817,-65.88567670024875,0.0,0.0,72.8551,-61.8209,1.8922,2.2552
2020-01-30,00:00:00,290.8936348851808,-840.7053027924313,277.249552968954,-815.2254752312363,91.67369402301443,-63.94155896468704,0.0,0.0,85.3501,-61.4878,0.528,0.2101
2020-01-31,00:00:00,334.02235759957915,-874.0290076300066,449.08822868717033,-790.7897066703314,96.53302236747757,-66.90607453167685,0.0,0.0,94.6907,-57.5228,0.8968,1.8068
2020-02-01,00:00:00,343.5499059866195,-902.7785496620636,525.5822604221095,-803.8885012234931,106.56695709867608,-69.24241747147396,0.0,0.0,103.679,-56.9378,0.495,0.4143
