date,time,Tx(GONG),Ty(GONG),Tx(HMI),Ty(HMI),lon(GONG),lat(GONG),elon(GONG),elat(GONG),lon(HMI),lat(HMI),elon(HMI),elat(HMI)
2020-01-01,00:00:00,-799.5288445183542,-480.01611280448526,-598.2330181344878,-440.1578991991626,0.263855484744849,-30.287297420219694,10.0,10.0,26.91239368859648,-28.7297740077895,10.0,10.0
2020-01-01,06:00:00,-777.4892766925041,-459.84015791906336,-560.2630400261842,-441.4343487146898,0.9631236283991704,-29.42777397996408,10.0,10.0,26.99037729921556,-28.91924052404956,10.0,10.0
2020-01-01,12:00:00,-769.6859684963712,-455.44117802892487,-644.0576847598422,-623.2469605449924,0.9935440805379484,-28.93288047343761,10.0,10.0,3.4897317327836874,-41.06314104830503,10.0,10.0
2020-01-01,18:00:00,-751.9810434256215,-449.44263308326,-632.8573438245802,-617.9679347297204,0.13681222004643906,-28.740823659285976,10.0,10.0,2.6816786488459905,-40.68396629170854,10.0,10.0
2020-01-02,00:00:00,-733.4523167961743,-449.85295618159006,-625.3798909147737,-616.2585490242224,359.55637190025664,-28.80103349867016,10.0,10.0,1.3104276861828918,-40.404471563348494,10.0,10.0
2020-01-02,06:00:00,-703.3057431578636,-451.7082295652564,-607.3387282597832,-612.9487887307017,359.0458137777845,-29.236556431381587,10.0,10.0,0.4661555244374668,-40.31715285286248,10.0,10.0
2020-01-02,12:00:00,-692.3845942942426,-526.086723995251,-580.7033214203548,-610.8154270103405,352.5409179529786,-34.120184290830586,10.0,10.0,0.5497559103546208,-40.294973564742826,10.0,10.0
2020-01-02,18:00:00,-693.8303517806343,-516.679566969073,-555.1733812112361,-612.1000112929053,349.5834638622247,-33.540344886822616,10.0,10.0,359.88042544902146,-40.574748537754274,10.0,10.0
2020-01-03,00:00:00,-691.2164815987926,-507.75926078375414,-526.7142221839167,-611.4855237397692,347.98705787446966,-32.79094746215777,10.0,10.0,359.14075593501144,-40.90384204758988,10.0,10.0
2020-01-03,06:00:00,-679.9579844572581,-481.2943870963793,nan,nan,346.92990018512734,-31.31084155174499,10.0,10.0,312.1293055432688,53.40349820367328,10.0,10.0
2020-01-03,12:00:00,-688.8871461602394,-457.34775755199684,nan,nan,344.1184813770985,-29.68129161763593,10.0,10.0,309.4141432950007,48.5399827830464,10.0,10.0
2020-01-03,18:00:00,-686.4799165285657,-436.3174056902361,nan,nan,342.0637543425372,-28.37500832004898,10.0,10.0,305.6337521032946,38.881616979345786,10.0,10.0
2020-01-04,00:00:00,-674.8635098924859,-402.71803219986634,-827.9890262372792,524.4629720814154,341.1158874074298,-26.387631002260186,10.0,10.0,304.1891246793807,32.244285179952925,10.0,10.0
2020-01-04,06:00:00,-647.2277111290023,-401.4774685713371,-847.5141609222627,487.6501064283162,340.73146334490013,-26.383056954839873,10.0,10.0,303.11844465192263,29.638232486373468,10.0,10.0
2020-01-04,12:00:00,-612.9765024299268,-408.0245789803509,-861.8113080689218,465.305513911486,340.4471549313955,-26.911142914407016,10.0,10.0,302.4038453234228,27.844164986821035,10.0,10.0
2020-01-04,18:00:00,-566.3308484614828,-425.4929062418814,-867.512217230862,448.05064240218286,340.7320510197139,-28.179701527878965,10.0,10.0,301.48814938724803,26.527768752644533,10.0,10.0
2020-01-05,00:00:00,-500.6250029243529,-459.9748600220657,-863.3985178123694,432.4420348994437,341.93088760167547,-30.62670842696815,10.0,10.0,300.5708563180343,25.51246911283752,10.0,10.0
2020-01-05,06:00:00,-440.689160109032,-508.08667986989457,-860.4244863376953,421.8650283251392,342.3516682623499,-33.881638215258796,10.0,10.0,299.5277314802953,24.70313090535809,10.0,10.0
2020-01-05,12:00:00,-377.87495107227005,-554.9844544761928,-858.4279830122833,411.9714536791361,342.60549441731996,-37.43979117197613,10.0,10.0,298.449639121283,23.87130234147686,10.0,10.0
2020-01-05,18:00:00,-363.2410988726188,-635.9712000814895,-853.4142268702852,405.7481213479175,337.96243865764137,-43.17528473696915,10.0,10.0,297.587585255911,23.23820851447705,10.0,10.0
2020-01-06,00:00:00,-264.5050556221977,-828.510770423558,-842.205785107566,399.3287967439032,331.82617846510783,-60.51189236524382,10.0,10.0,296.4154630606656,22.77103132901148,10.0,10.0
2020-01-06,06:00:00,-478.7912903660908,837.7558176175886,-833.2746886201203,393.01165446907135,297.05074210719664,57.301615423709976,10.0,10.0,295.06887171277657,22.25480607223816,10.0,10.0
2020-01-06,12:00:00,-473.2283529099077,833.6182698489978,-825.4534785663709,388.1860844820352,296.01707321065857,56.91842374547059,10.0,10.0,293.6133835419031,21.787664586994296,10.0,10.0
2020-01-06,18:00:00,-471.24642129801214,831.5481903075923,-817.2754469965586,384.31089641716414,294.930446623448,56.35836760876329,10.0,10.0,292.20991523236387,21.344798037585388,10.0,10.0
2020-01-07,00:00:00,-463.5794821127784,831.8400297642121,-800.1630475833081,379.12715893613296,293.6172610303358,56.21780600255909,10.0,10.0,290.8729665137598,21.018347963336524,10.0,10.0
2020-01-07,06:00:00,-455.05727749085054,834.4896665468758,-783.475397793576,376.35652201489336,292.31345956752534,56.16405015383514,10.0,10.0,289.5498139559455,20.785142357347297,10.0,10.0
2020-01-07,12:00:00,-430.9285841544624,840.1158012047739,-774.1277216279415,380.50873941713724,292.14744112689795,56.71806652412101,10.0,10.0,288.32487089563705,20.68230279138402,10.0,10.0
2020-01-07,18:00:00,-410.46627109008836,849.1768473538967,-750.6715133606923,379.6441150192217,290.61197224325315,57.64027944857745,10.0,10.0,287.04452223873346,20.672955072089913,10.0,10.0
2020-01-08,00:00:00,-395.37172166700475,858.3465173153463,-736.942984421039,389.0190619832886,288.4222567615014,58.478093999287516,10.0,10.0,285.41290712696537,21.041103628852337,10.0,10.0
2020-01-08,06:00:00,-374.9898456782103,864.3181282786073,-715.1405539645348,399.99966943046616,286.1582460339592,59.61752918655272,10.0,10.0,283.8361432734808,21.69537474196944,10.0,10.0
